,NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
192, +3 Flail,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20flail_dmg
193, +3 Glaive,"Martial Weapon, Melee Weapon",6 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20glaive_dmg
194, +3 Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20greataxe_dmg
195, +3 Greatclub,"Simple Weapon, Melee Weapon",10 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20greatclub_dmg
196, +3 Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20greatsword_dmg
197, +3 Halberd,"Martial Weapon, Melee Weapon",6 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20halberd_dmg
198, +3 Half Plate Armor,Medium Armor,40 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20half%20plate%20armor_dmg
199, +3 Hand Crossbow,"Martial Weapon, Ranged Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20hand%20crossbow_dmg
200, +3 Handaxe,"Simple Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20handaxe_dmg
201, +3 Heavy Crossbow,"Martial Weapon, Ranged Weapon",18 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20heavy%20crossbow_dmg
202, +3 Hide Armor,Medium Armor,12 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20hide%20armor_dmg
203, +3 Hooked Shortspear,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20hooked%20shortspear_dmg
204, +3 Hunting Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20hunting%20rifle_dmg
205, +3 Javelin,"Simple Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20javelin_dmg
206, +3 Lance,"Martial Weapon, Melee Weapon",6 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20lance_dmg
207, +3 Laser Pistol,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20laser%20pistol_dmg
208, +3 Laser Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",7 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20laser%20rifle_dmg
209, +3 Leather Armor,Light Armor,10 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20leather%20armor_dmg
210, +3 Light Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20light%20crossbow_dmg
211, +3 Light Hammer,"Simple Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20light%20hammer_dmg
212, +3 Light Repeating Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20light%20repeating%20crossbow_dmg
213, +3 Longbow,"Martial Weapon, Ranged Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20longbow_dmg
214, +3 Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20longsword_dmg
215, +3 Mace,"Simple Weapon, Melee Weapon",4 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20mace_dmg
216, +3 Maul,"Martial Weapon, Melee Weapon",10 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20maul_dmg
217, +3 Modern Bullet,"Modern, Ammunition",1.6 oz.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20modern%20bullet_dmg
218, +3 Moon Sickle,"Simple Weapon, Melee Weapon",2 lb.,Y,Very Rare,TCE,https://5e.tools/items.html#%2b3%20moon%20sickle_tce
219, +3 Morningstar,"Martial Weapon, Melee Weapon",4 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20morningstar_dmg
220, +3 Musket,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20musket_dmg
221, +3 Net,"Martial Weapon, Ranged Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20net_dmg
222, +3 Padded Armor,Light Armor,8 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20padded%20armor_dmg
223, +3 Pike,"Martial Weapon, Melee Weapon",18 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20pike_dmg
224, +3 Pistol,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20pistol_dmg
225, +3 Plate Armor,Heavy Armor,65 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20plate%20armor_dmg
226, +3 Quarterstaff,"Simple Weapon, Melee Weapon",4 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20quarterstaff_dmg
227, +3 Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20rapier_dmg
228, +3 Renaissance Bullet,"Renaissance, Ammunition",3.2 oz.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20renaissance%20bullet_dmg
229, +3 Revolver,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20revolver_dmg
230, +3 Rhythm-Maker's Drum,"Wondrous Item, Instrument",3 lb.,Y,Very Rare,TCE,https://5e.tools/items.html#%2b3%20rhythm-maker's%20drum_tce
231, +3 Ring Mail,Heavy Armor,40 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20ring%20mail_dmg
232, +3 Rod of the Pact Keeper,Rod,2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#%2b3%20rod%20of%20the%20pact%20keeper_dmg
233, +3 Scale Mail,Medium Armor,45 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20scale%20mail_dmg
234, +3 Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20scimitar_dmg
235, +3 Shield,Shield,6 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20shield_dmg
236, +3 Shield (*),Generic Variant,—,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20shield%20(*)_dmg
237, +3 Shortbow,"Simple Weapon, Ranged Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20shortbow_dmg
238, +3 Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20shortsword_dmg
239, +3 Shotgun,"Firearm, Modern, Martial Weapon, Ranged Weapon",7 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20shotgun_dmg
240, +3 Sickle,"Simple Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20sickle_dmg
241, +3 Sling,"Simple Weapon, Ranged Weapon",—,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20sling_dmg
242, +3 Sling Bullet,Ammunition,1.2 oz.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20sling%20bullet_dmg
243, +3 Spear,"Simple Weapon, Melee Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20spear_dmg
244, +3 Spiked Armor,Medium Armor,45 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20spiked%20armor_dmg
245, +3 Splint Armor,Heavy Armor,60 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20splint%20armor_dmg
246, +3 Studded Leather Armor,Light Armor,13 lb.,N,Legendary,DMG,https://5e.tools/items.html#%2b3%20studded%20leather%20armor_dmg
247, +3 Trident,"Martial Weapon, Melee Weapon",4 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20trident_dmg
248, +3 Wand of the War Mage,Wand,1 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#%2b3%20wand%20of%20the%20war%20mage_dmg
249, +3 War Pick,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20war%20pick_dmg
250, +3 Warhammer,"Martial Weapon, Melee Weapon",2 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20warhammer_dmg
251, +3 Weapon,Generic Variant,—,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20weapon_dmg
252, +3 Weapon (no damage),Generic Variant,—,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20weapon%20(no%20damage)_dmg
253, +3 Whip,"Martial Weapon, Melee Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20whip_dmg
254, +3 Yklwa,"Simple Weapon, Melee Weapon",3 lb.,N,Very Rare,DMG,https://5e.tools/items.html#%2b3%20yklwa_dmg
255,Abracadabrus,Wondrous Item,25 lb.,N,Very Rare,IDRotF,https://5e.tools/items.html#abracadabrus_idrotf
256,Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,UA20SMT,https://5e.tools/items.html#absorbing%20tattoo_ua20smt
257,Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#absorbing%20tattoo_tce
258,Acheron Blade,Generic Variant,—,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade_egw
259,Acheron Blade Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20double-bladed%20scimitar_egw
260,Acheron Blade Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20greatsword_egw
261,Acheron Blade Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20longsword_egw
262,Acheron Blade Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20rapier_egw
263,Acheron Blade Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20scimitar_egw
264,Acheron Blade Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,EGW,https://5e.tools/items.html#acheron%20blade%20shortsword_egw
265,Acid Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#acid%20absorbing%20tattoo_tce
266,Adamantine Armor,Generic Variant,—,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20armor_dmg
267,Adamantine Breastplate,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20breastplate_dmg
268,Adamantine Chain Mail,Heavy Armor,55 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20chain%20mail_dmg
269,Adamantine Chain Shirt,Medium Armor,20 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20chain%20shirt_dmg
270,Adamantine Half Plate Armor,Medium Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20half%20plate%20armor_dmg
271,Adamantine Plate Armor,Heavy Armor,65 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20plate%20armor_dmg
272,Adamantine Ring Mail,Heavy Armor,40 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20ring%20mail_dmg
273,Adamantine Scale Mail,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20scale%20mail_dmg
274,Adamantine Spiked Armor,Medium Armor,45 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20spiked%20armor_dmg
275,Adamantine Splint Armor,Heavy Armor,60 lb.,N,Uncommon,DMG,https://5e.tools/items.html#adamantine%20splint%20armor_dmg
276,"Akmon, Hammer of Purphoros","Martial Weapon, Melee Weapon",2 lb.,Y,Artifact,MOT,https://5e.tools/items.html#akmon%2c%20hammer%20of%20purphoros_mot
277,Alchemical Compendium,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#alchemical%20compendium_tce
278,Alchemy Jug,Wondrous Item,12 lb.,N,Uncommon,DMG,https://5e.tools/items.html#alchemy%20jug_dmg
279,Alchemy Jug (Blue),Wondrous Item,12 lb.,N,Uncommon,CM,https://5e.tools/items.html#alchemy%20jug%20(blue)_cm
280,Alchemy Jug (Orange),Wondrous Item,12 lb.,N,Uncommon,CM,https://5e.tools/items.html#alchemy%20jug%20(orange)_cm
281,Amulet of Health,Wondrous Item,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#amulet%20of%20health_dmg
282,Amulet of Proof against Detection and Location,Wondrous Item,1 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#amulet%20of%20proof%20against%20detection%20and%20location_dmg
283,Amulet of Protection from Turning,Wondrous Item,1 lb.,Y,Rare,TftYP,https://5e.tools/items.html#amulet%20of%20protection%20from%20turning_tftyp
284,Amulet of the Black Skull,Wondrous Item,1 lb.,Y,Very Rare,ToA,https://5e.tools/items.html#amulet%20of%20the%20black%20skull_toa
285,Amulet of the Drunkard,Wondrous Item,—,N,Uncommon,EGW,https://5e.tools/items.html#amulet%20of%20the%20drunkard_egw
286,Amulet of the Planes,Wondrous Item,1 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#amulet%20of%20the%20planes_dmg
287,Animated Shield,Shield,6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#animated%20shield_dmg
288,Antimatter Rifle of Certain Death,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",10 lb.,N,Rare,EGW,https://5e.tools/items.html#antimatter%20rifle%20of%20certain%20death_egw
289,Antimatter Rifle of Warning,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",10 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#antimatter%20rifle%20of%20warning_dmg
290,Apparatus of Kwalish,Wondrous Item,500 lb.,N,Legendary,DMG,https://5e.tools/items.html#apparatus%20of%20kwalish_dmg
291,Arcane Cannon,Wondrous Item,—,N,Very Rare,EGW,https://5e.tools/items.html#arcane%20cannon_egw
292,Arcane Propulsion Arm,Wondrous Item,—,Y,Very Rare,ERLW,https://5e.tools/items.html#arcane%20propulsion%20arm_erlw
293,Armblade,Generic Variant,—,Y,Common,ERLW,https://5e.tools/items.html#armblade_erlw
294,Armor of Acid Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20acid%20resistance_dmg
295,Armor of Cold Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20cold%20resistance_dmg
296,Armor of Fire Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20fire%20resistance_dmg
297,Armor of Force Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20force%20resistance_dmg
298,Armor of Gleaming,Generic Variant,—,N,Common,XGE,https://5e.tools/items.html#armor%20of%20gleaming_xge
299,Armor of Invulnerability,Heavy Armor,65 lb.,Y,Legendary,DMG,https://5e.tools/items.html#armor%20of%20invulnerability_dmg
300,Armor of Lightning Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20lightning%20resistance_dmg
301,Armor of Necrotic Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20necrotic%20resistance_dmg
302,Armor of Poison Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20poison%20resistance_dmg
303,Armor of Psychic Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20psychic%20resistance_dmg
304,Armor of Radiant Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20radiant%20resistance_dmg
305,Armor of Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20resistance_dmg
306,Armor of Thunder Resistance,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20thunder%20resistance_dmg
307,Armor of Vulnerability,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20vulnerability_dmg
308,Armor of Vulnerability (Bludgeoning),Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20vulnerability%20(bludgeoning)_dmg
309,Armor of Vulnerability (Piercing),Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20vulnerability%20(piercing)_dmg
310,Armor of Vulnerability (Slashing),Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#armor%20of%20vulnerability%20(slashing)_dmg
311,Arrow of Slaying,Ammunition,0.8 oz.,N,Very Rare,DMG,https://5e.tools/items.html#arrow%20of%20slaying_dmg
312,Arrow of Slaying (*),"Ammunition, Generic Variant",—,N,Very Rare,DMG,https://5e.tools/items.html#arrow%20of%20slaying%20(*)_dmg
313,Arrow-Catching Shield,Shield,6 lb.,Y,Rare,DMG,https://5e.tools/items.html#arrow-catching%20shield_dmg
314,Astral Shard,Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#astral%20shard_tce
315,Astromancy Archive,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#astromancy%20archive_tce
316,Atlas of Endless Horizons,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#atlas%20of%20endless%20horizons_tce
317,Automatic Pistol of Certain Death,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#automatic%20pistol%20of%20certain%20death_egw
318,Automatic Pistol of Warning,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#automatic%20pistol%20of%20warning_dmg
319,Automatic Rifle of Certain Death,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Rare,EGW,https://5e.tools/items.html#automatic%20rifle%20of%20certain%20death_egw
320,Automatic Rifle of Warning,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#automatic%20rifle%20of%20warning_dmg
321,Axe of the Dwarvish Lords,"Martial Weapon, Melee Weapon",4 lb.,Y,Artifact,DMG,https://5e.tools/items.html#axe%20of%20the%20dwarvish%20lords_dmg
322,Azorius Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#azorius%20guild%20signet_ggr
323,Azorius Keyrune,Wondrous Item,—,Y,Rare,GGR,https://5e.tools/items.html#azorius%20keyrune_ggr
324,Azuredge,"Martial Weapon, Melee Weapon",4 lb.,Y,Legendary,WDH,https://5e.tools/items.html#azuredge_wdh
325,Baba Yaga's Mortar and Pestle,Wondrous Item,—,Y,Artifact,TCE,https://5e.tools/items.html#baba%20yaga's%20mortar%20and%20pestle_tce
326,Baba Yaga's Pestle,"Simple Weapon, Melee Weapon",4 lb.,Y,Artifact,TCE,https://5e.tools/items.html#baba%20yaga's%20pestle_tce
327,Badge of the Watch,Wondrous Item,—,Y,Rare,WDH,https://5e.tools/items.html#badge%20of%20the%20watch_wdh
328,Bag of Beans,Wondrous Item,½ lb.,N,Rare,DMG,https://5e.tools/items.html#bag%20of%20beans_dmg
329,Bag of Bounty,Wondrous Item,—,N,Uncommon,WGE,https://5e.tools/items.html#bag%20of%20bounty_wge
330,Bag of Devouring,Wondrous Item,½ lb.,N,Very Rare,DMG,https://5e.tools/items.html#bag%20of%20devouring_dmg
331,Bag of Holding,Wondrous Item,15 lb.,N,Uncommon,DMG,https://5e.tools/items.html#bag%20of%20holding_dmg
332,Bag of Tricks,Wondrous Item,½ lb.,N,Uncommon,DMG,https://5e.tools/items.html#bag%20of%20tricks_dmg
333,"Bag of Tricks, Gray",Wondrous Item,½ lb.,N,Uncommon,DMG,https://5e.tools/items.html#bag%20of%20tricks%2c%20gray_dmg
334,"Bag of Tricks, Rust",Wondrous Item,½ lb.,N,Uncommon,DMG,https://5e.tools/items.html#bag%20of%20tricks%2c%20rust_dmg
335,"Bag of Tricks, Tan",Wondrous Item,½ lb.,N,Uncommon,DMG,https://5e.tools/items.html#bag%20of%20tricks%2c%20tan_dmg
336,Balance of Harmony,Wondrous Item,1 lb.,N,Uncommon,TftYP,https://5e.tools/items.html#balance%20of%20harmony_tftyp
337,Balloon Pack,Wondrous Item,—,N,Uncommon,PotA,https://5e.tools/items.html#balloon%20pack_pota
338,Band of Loyalty,Ring,—,Y,Common,WGE,https://5e.tools/items.html#band%20of%20loyalty_wge
339,Banner of the Krig Rune,Wondrous Item,—,Y,Rare,SKT,https://5e.tools/items.html#banner%20of%20the%20krig%20rune_skt
340,Barrier Tattoo (Large),"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#barrier%20tattoo%20(large)_tce
341,Barrier Tattoo (Medium),"Wondrous Item, Tattoo",—,Y,Rare,TCE,https://5e.tools/items.html#barrier%20tattoo%20(medium)_tce
342,Barrier Tattoo (Rare),"Wondrous Item, Tattoo",—,Y,Rare,UA20SMT,https://5e.tools/items.html#barrier%20tattoo%20(rare)_ua20smt
343,Barrier Tattoo (Small),"Wondrous Item, Tattoo",—,Y,Uncommon,TCE,https://5e.tools/items.html#barrier%20tattoo%20(small)_tce
344,Barrier Tattoo (Uncommon),"Wondrous Item, Tattoo",—,Y,Uncommon,UA20SMT,https://5e.tools/items.html#barrier%20tattoo%20(uncommon)_ua20smt
345,Barrier Tattoo (Very Rare),"Wondrous Item, Tattoo",—,Y,Very Rare,UA20SMT,https://5e.tools/items.html#barrier%20tattoo%20(very%20rare)_ua20smt
346,Battering Shield,Shield,6 lb.,Y,Rare,EGW,https://5e.tools/items.html#battering%20shield_egw
347,Battle Standard of Infernal Power,Wondrous Item,—,Y,Very Rare,BGDIA,https://5e.tools/items.html#battle%20standard%20of%20infernal%20power_bgdia
348,Battleaxe Armblade,"Martial Weapon, Melee Weapon",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#battleaxe%20armblade_erlw
349,Battleaxe of Certain Death,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,EGW,https://5e.tools/items.html#battleaxe%20of%20certain%20death_egw
350,Battleaxe of Warning,"Martial Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#battleaxe%20of%20warning_dmg
351,Bead of Force,Wondrous Item,1 oz.,N,Rare,DMG,https://5e.tools/items.html#bead%20of%20force_dmg
352,Bead of Nourishment,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#bead%20of%20nourishment_xge
353,Bead of Refreshment,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#bead%20of%20refreshment_xge
354,Belashyrra's Beholder Crown,Wondrous Item,—,Y,Legendary,ERLW,https://5e.tools/items.html#belashyrra's%20beholder%20crown_erlw
355,Bell Branch,Wondrous Item,0.16 oz.,Y,Rare,TCE,https://5e.tools/items.html#bell%20branch_tce
356,Belt of Cloud Giant Strength,Wondrous Item,—,Y,Legendary,DMG,https://5e.tools/items.html#belt%20of%20cloud%20giant%20strength_dmg
357,Belt of Dwarvenkind,Wondrous Item,—,Y,Rare,DMG,https://5e.tools/items.html#belt%20of%20dwarvenkind_dmg
358,Belt of Fire Giant Strength,Wondrous Item,—,Y,Very Rare,DMG,https://5e.tools/items.html#belt%20of%20fire%20giant%20strength_dmg
359,Belt of Frost Giant Strength,Wondrous Item,—,Y,Very Rare,DMG,https://5e.tools/items.html#belt%20of%20frost%20giant%20strength_dmg
360,Belt of Hill Giant Strength,Wondrous Item,—,Y,Rare,DMG,https://5e.tools/items.html#belt%20of%20hill%20giant%20strength_dmg
361,Belt of Stone Giant Strength,Wondrous Item,—,Y,Very Rare,DMG,https://5e.tools/items.html#belt%20of%20stone%20giant%20strength_dmg
362,Belt of Storm Giant Strength,Wondrous Item,—,Y,Legendary,DMG,https://5e.tools/items.html#belt%20of%20storm%20giant%20strength_dmg
363,Berserker Axe,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#berserker%20axe_dmg
364,Berserker Battleaxe,"Martial Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#berserker%20battleaxe_dmg
365,Berserker Greataxe,"Martial Weapon, Melee Weapon",7 lb.,Y,Rare,DMG,https://5e.tools/items.html#berserker%20greataxe_dmg
366,Berserker Handaxe,"Simple Weapon, Melee Weapon",2 lb.,Y,Rare,DMG,https://5e.tools/items.html#berserker%20handaxe_dmg
367,Black Crystal Tablet,Wondrous Item,—,Y,Legendary,WDMM,https://5e.tools/items.html#black%20crystal%20tablet_wdmm
368,Black Dragon Mask,Wondrous Item,—,Y,Legendary,HotDQ,https://5e.tools/items.html#black%20dragon%20mask_hotdq
369,Black Dragon Scale Mail,Medium Armor,45 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#black%20dragon%20scale%20mail_dmg
370,Blackrazor,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,DMG,https://5e.tools/items.html#blackrazor_dmg
371,Blackstaff,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Legendary,WDH,https://5e.tools/items.html#blackstaff_wdh
372,Blade of Avernus,"Martial Weapon, Melee Weapon",3 lb.,Y,Artifact,BGDIA,https://5e.tools/items.html#blade%20of%20avernus_bgdia
373,Blade of Broken Mirrors,"Simple Weapon, Melee Weapon",1 lb.,Y,Artifact,EGW,https://5e.tools/items.html#blade%20of%20broken%20mirrors_egw
374,Blade of the Medusa,Generic Variant,—,Y,Very Rare,LLK,https://5e.tools/items.html#blade%20of%20the%20medusa_llk
